station_type,company,name,address,city,latitude,longitude,phone,services,connector_types,amenities,is_24_7,station_id,gps_coordinates,image_url,source_url,combined_at
EV Charging,AYNA (Gov),Bravo koroglu,"Heydər Əliyev 174, Nizami, Bakı, Azərbaycan, AZ1029",Bakı,40.41820050000001,49.914753999999995,,,Type 2 (Mennekes),,Yes,63040175fa6010ec96bcca98,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),AzPetrol Bina,"Mərdəkan, Binə, Xəzər, Bakı, Azərbaycan, AZ1045",Bakı,40.46802650000001,50.093684,,,CSS Combo 1; CHAdeMO; Type 2 (Mennekes),,Yes,63040208fa6010ec96bcca99,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),AzPetrol Sumgayit,"Sumqayıt-Hacı Zeynalabdin, Sumqayıt, Sumqayıt, Azərbaycan, AZ5000",Sumqayıt,40.567685100000006,49.631941,,,CSS Combo 1; CHAdeMO; Type 2 (Mennekes),Cafe,Yes,630402e9fa6010ec96bcca9a,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),Ganja Mall,"Heydər Əliyev 433, Gəncə, Gəncə, Azərbaycan, AZ2000",Gəncə,40.67710530000002,46.359922,,,Three Phase,,Yes,63040563fa6010ec96bcca9d,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),Sea Breeze Mall,Azərbaycan,Azərbaycan,40.58977999999999,49.988739,,,Type 2 (Mennekes),Cafe; WC,Yes,630403d9fa6010ec96bcca9b,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),H2O express avto yuma (Ganja),"28 May 33, Gəncə, Gəncə, Azərbaycan, AZ2024",Gəncə,40.682602599999996,46.330856000000004,,,Three Phase,,Yes,630405f8fa6010ec96bcca9e,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),Park Market,"Bəxtiyar Vahabzadə Xan Yaylağı zirvəsi, Şəki, Şəki, Azərbaycan, AZ5505",Şəki,41.24397529999999,47.201173,,,Wall,,Yes,63040698fa6010ec96bcca9f,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),AzPetrol Shamakhi,Azərbaycan,Azərbaycan,40.61309379999997,48.665698,,,CSS Combo 1; CHAdeMO; Type 2 (Mennekes),,Yes,630404c0fa6010ec96bcca9c,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),Seki (Marxal),"Bəxtiyar Vahabzadə Xan Yaylağı zirvəsi, Şəki, Şəki, Azərbaycan, AZ5505",Şəki,41.243937402064404,47.20146059989928,,,Wall (Euro),,Yes,63040725fa6010ec96bccaa0,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),Shahdag,"Laza kənd yolu 29 km, Laza, Qusar, Azərbaycan, AZ3827",Qusar,41.320000100000016,48.136651,,,Type 2 (Mennekes),,Yes,630407b3fa6010ec96bccaa1,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),Petrol Pioneer (Qusar),"Çingiz Qurbanov 157, Qusar, Qusar, Azərbaycan, AZ3800",Qusar,41.4302582,48.440176,,,Three Phase,,Yes,6304083dfa6010ec96bccaa2,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),Hadrut Qovşaq YS,Azərbaycan,Azərbaycan,39.51246960708585,47.050603945343255,0,,CHAdeMO,Cafe; WC,Yes,66cecb50a77f2d845324dd38,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),Füzuli Rəqəmsal YS (Zəfər yolu),Füzuli,Füzuli,39.596912727286394,47.15329157917196,0,,CSS Combo 1,Cafe; WC,Yes,66ceceb2e307912f0379d55c,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),Cəbrayıl YS,Cəbrayıl Azərbaycan,Cəbrayıl Azərbaycan,39.39372372014881,47.03076768559836,0,,CHAdeMO,Cafe; WC,Yes,66ced187a77f2d845324dd39,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),Şuşa 8 YS,Şuşa (Zəfər küçəsi),Şuşa (Zəfər küçəsi),39.760947549480335,46.740522371935185,0,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,Yes,66ced49ce307912f0379d55e,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),Xocalı YS,Xocalı Azərbaycan,Xocalı Azərbaycan,39.91466762744767,46.81063615834515,0,,CSS Combo 1,Cafe; WC,Yes,66ced628a5ab6aafb9d7ff57,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),Zəngilan YS,Zəngilan Azərbaycan,Zəngilan Azərbaycan,39.08357449257869,46.65770554358531,0,,CHAdeMO,Cafe; WC,Yes,66ced82ea77f2d845324dd3b,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),"""Zabux"" SES",Zabux Azərbaycan,Zabux Azərbaycan,39.59453566703746,46.53470720673971,0,,CSS Combo 1,Cafe; WC,Yes,66cedc26a77f2d845324dd3c,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),"Salyan ""Yolüstü"" restoranı",Ələt-Astara yolunun 71 km (Astara istiqamətində),Ələt-Astara,39.53216593006695,48.82090450297548,0,,CHAdeMO,Cafe; WC,Yes,66d0138de307912f0379d564,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),Sumqayıt Yaşma qəsəbəsi,Bakı - Quba ödənişli avtomobil yolunun girişi Bakı - Quba ödənişli avtomobil yolunun girişi,Bakı - Quba ödənişli avtomobil yolunun girişi Bakı - Quba ödənişli avtomobil yolunun girişi,40.68258527491969,49.503312714252786,-,,Type 2 (Mennekes),Cafe; WC,Yes,66d015d9e307912f0379d566,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),"Salyan ""Yolüstü"" restoranı",Ələt-Astara yolunun 71 km (Astara istiqamətində),Ələt-Astara,39.53291621004979,48.82018959334951,0,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,Yes,66d0177fa77f2d845324dd3f,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),"Qəbələ ""Qəbələ"" 110/35/10 kV-luq YS",Qəbələ şəhəri,Qəbələ,40.84721689359955,47.732980828197185,-,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,Yes,66d01ab7a5ab6aafb9d7ff59,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),Yevlax SCADA İdarəetmə Mərkəzi (35/10 kV-luq YS),Yevlax şəhəri,Yevlax,40.6319113910954,46.993727970197114,-,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,Yes,66d02020a77f2d845324dd41,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),"""Dağlıq"" YS","Seyid Cəfər Pişəvəri, Nəsimi, Bakı, Azərbaycan, AZ1102",Bakı,40.40458797044974,49.81339374589362,-,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,Yes,66d0219fe307912f0379d568,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),"Nizami ""Neftçilər"" metrosunun (Sputnik) yaxınlığı",Qara Qarayev 230 küçəsi,Qara,40.413278898664885,49.94066317566936,-,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,Yes,66d022eca77f2d845324dd42,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),Xəzər Rasim İmanov 23,"""Manqal"" restoranın yaxınlığı","""Manqal"" restoranın yaxınlığı",40.528255907668694,50.09753939270644,-,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,Yes,66d023b6e307912f0379d569,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),"Xətai ""Ağ şəhər-2"" YS",Kənd Təsərrufatı Nazirliyinin yaxınlığı,Kənd Təsərrufatı Nazirliyinin yaxınlığı,40.38521411875831,49.879083163493334,-,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,Yes,66d024c2e307912f0379d56b,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),"Xətai ""Ağ şəhər-1"" YS","8 Noyabr, Xətai, Bakı, Azərbaycan, AZ1025",Bakı,40.37813044914182,49.89751632898651,-,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,Yes,66d025c8a5ab6aafb9d7ff5d,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),"Sabunçu ""Sea Breeze"" yaşayış kompleksinin parkinq ərazisi","""Sea Breeze"" yaşayış kompleksinin ərazisi","""Sea Breeze"" yaşayış kompleksinin ərazisi",40.59159713758291,49.98607275586215,-,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,Yes,66d02e15e307912f0379d56d,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),"Sabunçu ""Sea Breeze"" 110/35 kV YS","""Sea Breeze"" Landau yaşayış kompleksinin ərazisi","""Sea Breeze"" Landau yaşayış kompleksinin ərazisi",40.56757931894953,49.94225694742434,-,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,Yes,66d03097a5ab6aafb9d7ff60,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),Yasamal 120 saylı YS,"Şəfaət Mehdiyev, Yasamal, Bakı, Azərbaycan, AZ1065",Bakı,40.37831114068757,49.81726618639104,-,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,Yes,66d03334e307912f0379d56e,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),"Səbail ""Liman"" YS","""Ağ şəhər bulvarı""-nın dairəsi","""Ağ şəhər bulvarı""-nın dairəsi",40.37551029537107,49.863749693211645,-,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,Yes,66d03506e307912f0379d56f,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),Nizami küçəsi 111,"""Landmark"" BM-nin yaxınlığı","""Landmark"" BM-nin yaxınlığı",40.37632917584392,49.850916371229374,-,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,Yes,66d03659e307912f0379d570,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),Nərimanov Atatürk Parkı,"Atatürk, Nərimanov, Bakı, Azərbaycan, AZ1110",Bakı,40.40123232536831,49.850690554734314,-,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,Yes,66d05167a77f2d845324dd46,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),Nərimanov 215 saylı YS,"Aşıq Molla Cümə, Nərimanov, Bakı, Azərbaycan, AZ1052",Bakı,40.40444615960712,49.86274141185527,-,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,Yes,66d051fea77f2d845324dd47,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),"Nərimanov ""McDonald's"" Gənclik",Vaqif pr. Atatürk pr. kəsişməsi,Vaqif pr. Atatürk pr. kəsişməsi,40.3992218845942,49.84961624949207,-,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,Yes,66d05440a5ab6aafb9d7ff62,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),"Səbail ""Içərişəhər"" YS","Neftçilər, Səbail, Bakı, Azərbaycan, AZ1000",Bakı,40.35729621047173,49.833833626090154,-,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,Yes,66d054e0e307912f0379d575,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),Nərimanov Tədris və İnnovasiyalar Mərkəzi,"""ADA Universiteti""nin yaxınlığı","""ADA Universiteti""nin yaxınlığı",40.39877180394208,49.84980724599072,-,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,Yes,66d0557da5ab6aafb9d7ff64,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),Xəzər Gala Shopping Mall,"Mərdəkan, Xəzər, Bakı, Azərbaycan, AZ1151",Bakı,40.46993326006111,50.10085214373413,-,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,Yes,66d05652e307912f0379d576,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),"Səbail ""Dalğa Plaza"" parklanma ərazisi","Neftçilər, Səbail, Bakı, Azərbaycan, AZ1000",Bakı,40.35791714860835,49.835290037873165,-,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,Yes,66d06677a77f2d845324dd4a,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),"Səbail ""Park Bulvar"" parklanma ərazisi","Neftçilər pr. 42, Səbail, Bakı, Azərbaycan, AZ1000",Bakı,40.37110660681958,49.84933755151101,-,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,Yes,66d067b7a77f2d845324dd4b,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),Gəncə  Gəncə Qalası Mall,"Şeyx Bahəyəddin, Gəncə, Gəncə, Azərbaycan, AZ2003",Gəncə,40.67834933656883,46.3649740267426,-,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,Yes,66d068f6a5ab6aafb9d7ff68,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),"Səbail ""İnturist"" hotel parklanma","Mikayıl Useynov 51, Səbail, Bakı, Azərbaycan, AZ1000",Bakı,40.354170726773305,49.833705631575725,-,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,Yes,66d06a23a5ab6aafb9d7ff6a,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),Yasamal Bakı Mall ticarət mərkəzi,"Həsən bəy Zərdabi, Yasamal, Bakı, Azərbaycan, AZ1122",Bakı,40.39007563686232,49.806944017560824,-,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,Yes,66d06ae8a5ab6aafb9d7ff6b,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),Yasamal Zefir Mall Ticarət Mərkəzi,"Xarici Dairəvi, Yasamal, Bakı, Azərbaycan, AZ1138",Bakı,40.37589516453875,49.793480216374604,-,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,Yes,66d06b7de307912f0379d578,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),Nəsimi Bravo Supermarketin yaxınlığı,"Füzuli, Nəsimi, Bakı, Azərbaycan, AZ1009",Bakı,40.376841382945116,49.835758225155274,-,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,Yes,66d06c36a77f2d845324dd4c,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),"Quba H.Əliyev pr., Azpetrol YDM ərazisi","Heydər Əliyev, Quba, Quba, Azərbaycan, AZ4000",Quba,41.36365584251726,48.54815368898079,-,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,Yes,66d16c1aa77f2d845324dd4f,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),"Şamaxı ""Abqora"" restoranı",Bakı-Şamaxı-Yevlax yolu,Bakı-Şamaxı-Yevlax yolu,40.64407832623169,48.58531447460433,-,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,Yes,66d16f81a5ab6aafb9d7ff6d,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),"""Qəbələ"" 110/35/10 kV-luq YS","İsmayıl bəy Qutqaşınlı, Qəbələ, Qəbələ, Azərbaycan, AZ3600",Qəbələ,41.00718544149504,47.885316120368,-,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,Yes,66d1737ba77f2d845324dd51,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),Tovuz Asan Xidmət Mərkəzi,Tovuz Aşağı Quşçu kəndi,Tovuz Aşağı Quşçu kəndi,40.98208498462148,45.65672763914287,-,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,Yes,66d17601a77f2d845324dd52,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),"Göygöl ""Hacıməlik"" YS","Səməd bəy Mehmandarov, Hacıməlik, Göygöl, Azərbaycan, AZ2514",Göygöl,40.635346912931396,46.40496147180653,-,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,Yes,66d177e8a77f2d845324dd53,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),"Hacıqabul ""Qədirxum"" restoranı","Bakı - Qazax yolu, Hacıqabul şəhəri",Hacıqabul,40.01954603783361,48.95429198427877,-,,Caravan Mains Socket; CSS Combo 1; CSS Combo 2; CHAdeMO; Commando; GB/T; GB/T 2; NEMA 14-50; NEMA TT-30; Tesla; Tesla (Fast); Tesla (Roadster); Three Phase; Type 1 (J1772); Type 2 (Mennekes); Type 3; Type 3A; Wall; Wall (AU/NZ); Wall (BS1363); Wall (Euro),Cafe; WC,Yes,66d17928e307912f0379d57d,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
